title,url,raw_price,location
Prodej bytu 4+kk 114 m²,https://reality.idnes.cz/detail/prodej/byt/praha/695d1883c7cb3ca8ed037694/,17 094 000 Kč,Praha 5
Prodej bytu 3+kk 124 m²,https://reality.idnes.cz/detail/prodej/byt/benesov-tyrsova/6995a37cd520dd8a1f010327/,9 490 000 Kč,"Tyršova, Benešov"
Prodej bytu 1+1 45 m²,https://reality.idnes.cz/detail/prodej/byt/usti-nad-labem-sipkova/698cd7175d30089ee901fa27/,2 500 000 Kč,"Šípková, Ústí nad Labem - Severní Terasa"
Prodej bytu 2+1 63 m²,https://reality.idnes.cz/detail/prodej/byt/plzen-cermakova/694914a992b510f412089c47/,5 390 000 Kč,"Čermákova, Plzeň - Jižní Předměstí"
Prodej bytu 2+kk 59 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-na-vaclavce/699486490658196a850a2bc0/,8 390 000 Kč,"Na Václavce, Praha 5 - Smíchov"
Prodej bytu 2+kk 48 m²,https://reality.idnes.cz/detail/prodej/byt/spindleruv-mlyn/687e252b4f2fcdc59703bf5c/,Cena na vyžádání,"Špindlerův Mlýn - Bedřichov, okres Trutnov"
Prodej bytu 4+kk 83 m²,https://reality.idnes.cz/detail/prodej/byt/bad-kleinkirchheim/6995a25b43a2ed901f0dc754/,7 517 500 Kč,"Bad Kleinkirchheim, Spittal an der Drau, Rakousko"
Prodej bytu 3+1 84 m²,https://reality.idnes.cz/detail/prodej/byt/praha-4-valtinovska/6986f3c52b6271b2cd0c021a/,12 890 000 Kč,"Valtínovská, Praha 4 - Krč, okres Praha"
Prodej bytu 2+kk 53 m²,https://reality.idnes.cz/detail/prodej/byt/praha-13-kakosova/692446c93ccf24e024065140/,8 190 000 Kč,"Kakosova, Praha 5 - Řeporyje"
Prodej bytu 2+1 64 m²,https://reality.idnes.cz/detail/prodej/byt/bilina-5-kvetna/6995a197ab3a1b11f806a67d/,1 900 000 Kč,"5. května, Bílina - Újezdské Předměstí, okres Teplice"
Prodej bytu 2+1 70 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-samova/697c99da295bbf1e19002acc/,9 995 000 Kč,"Sámova, Praha 10 - Vršovice"
Prodej bytu 2+kk 62 m²,https://reality.idnes.cz/detail/prodej/byt/beroun-nepilova/6973709edb2e8e0af60473d9/,7 800 000 Kč,"Nepilova, Beroun - Beroun-Město"
Prodej bytu 3+1 107 m²,https://reality.idnes.cz/detail/prodej/byt/praha-1-soukenicka/68d684222cb60774e50dc656/,22 750 000 Kč,"Soukenická, Praha 1 - Nové Město"
Prodej bytu 2+kk 54 m²,https://reality.idnes.cz/detail/prodej/byt/litvinov-koldum/6995a034ff12282d5f064772/,Cena na vyžádání,"Koldům, Litvínov - Horní Litvínov, okres Most"
Prodej bytu 1+kk 30 m²,https://reality.idnes.cz/detail/prodej/byt/gaziveren/69959ecff05430dfc5060d49/,1 260 139 Kč,"Gaziveren, Turecko"
Prodej bytu 2+kk 70 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-chopinova/68501761e9bb81124201af1a/,6 500 000 Kč,"Chopinova, Mariánské Lázně, okres Cheb"
Prodej bytu 3+1 67 m²,https://reality.idnes.cz/detail/prodej/byt/liberec-nam-trzni/69959d5e878d29dc6f035308/,4 750 000 Kč,"nám. Tržní, Liberec - Liberec I-Staré Město"
Prodej bytu 3+kk 69 m²,https://reality.idnes.cz/detail/prodej/byt/merklin/686b9fc2c3aef2a92700938e/,7 750 000 Kč,"Merklín - Pstruží, okres Karlovy Vary"
Prodej bytu 3+1 71 m²,https://reality.idnes.cz/detail/prodej/byt/havirov-marie-pujmanove/69959cec9d192dbc710fae16/,1 999 000 Kč,"Marie Pujmanové, Havířov - Šumbark, okres Karviná"
Prodej bytu 1+kk 22 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-hlavni-trida/686c03b50d1e4981840c77f0/,2 700 000 Kč,"Hlavní třída, Mariánské Lázně, okres Cheb"
Prodej bytu 2+1 71 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-obloukova/69959c1853329aab1a0ddff6/,10 570 000 Kč,"Oblouková, Praha 10 - Vršovice"
Prodej bytu 3+kk 73 m²,https://reality.idnes.cz/detail/prodej/byt/stribro-jakoubkova/69959c0a6403c8fc10084b84/,4 400 000 Kč,"Jakoubkova, Stříbro, okres Tachov"
Prodej bytu 2+1 62 m²,https://reality.idnes.cz/detail/prodej/byt/plzen-dlouha/69959be6d8b4ebd2120a71f0/,5 290 000 Kč,"Dlouhá, Plzeň - Lobzy"
Prodej bytu 5+kk 135 m²,https://reality.idnes.cz/detail/prodej/byt/pec-pod-snezkou/68e57931c64c26f4b402897d/,29 987 700 Kč,"Pec pod Sněžkou, okres Trutnov"
Prodej bytu 4+kk 101 m²,https://reality.idnes.cz/detail/prodej/byt/praha-16-namesti-osvoboditelu/6915aa9b9ba6e7a302056f63/,16 304 292 Kč,"náměstí Osvoboditelů, Praha 5 - Radotín"
Prodej bytu 3+1 132 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-melnicka/69948fa05033d585760b3f45/,19 490 000 Kč,"Mělnická, Praha 5 - Malá Strana"
Prodej bytu 3+kk 84 m²,https://reality.idnes.cz/detail/prodej/byt/medlov/6989003fbe4b5b8ec704cfcc/,7 890 000 Kč,"Medlov, okres Brno-venkov"
Prodej bytu 1+kk 37 m²,https://reality.idnes.cz/detail/prodej/byt/praha-18-kadeckove/68e93381fc80b7472c0dcfb3/,6 499 997 Kč,"Kadečkové, Praha 9 - Letňany"
Prodej bytu 3+1 90 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-lidicka/667b2e00373f845c5e0d7322/,5 990 000 Kč,"Lidická, Mariánské Lázně, okres Cheb"
Prodej bytu 4+kk 102 m²,https://reality.idnes.cz/detail/prodej/byt/podivin-nerudova/6894ddc914bb929ec401f248/,6 400 000 Kč,"Nerudova, Podivín, okres Břeclav"
Prodej bytu 3+1 77 m²,https://reality.idnes.cz/detail/prodej/byt/linhartice/6994d9d24c2602b43501d826/,2 400 000 Kč,"Linhartice, okres Svitavy"
Prodej bytu 3+1 85 m²,https://reality.idnes.cz/detail/prodej/byt/plzen-brozikova/69959a9fceccc2c9750b716a/,6 800 000 Kč,"Brožíkova, Plzeň - Jižní Předměstí"
Prodej bytu 3+kk 93 m²,https://reality.idnes.cz/detail/prodej/byt/harrachov/698a506622962eb62c057818/,11 800 000 Kč,"Harrachov, okres Jablonec nad Nisou"
Prodej bytu 3+1 61 m²,https://reality.idnes.cz/detail/prodej/byt/ceske-budejovice-prubezna/6989b0da07d292f9b7022b85/,5 999 000 Kč,"Průběžná, České Budějovice - České Budějovice 3"
Prodej bytu 3+1 97 m²,https://reality.idnes.cz/detail/prodej/byt/praha-4-skolni/68075ecbf70487b6ff03669d/,11 399 000 Kč,"Školní, Praha 4 - Braník"
Prodej bytu 1+kk 25 m²,https://reality.idnes.cz/detail/prodej/byt/kutna-hora-pod-valy/699599ae6c4f7b5f78056185/,3 500 000 Kč,"Pod Valy, Kutná Hora - Hlouška"
Prodej bytu 3+1 62 m²,https://reality.idnes.cz/detail/prodej/byt/ostrava-jaromira-matuska/699596343cd0a8133b04c926/,4 160 000 Kč,"Jaromíra Matuška, Ostrava"
Prodej bytu 3+1 72 m²,https://reality.idnes.cz/detail/prodej/byt/prostejov-dolni/697a1c916df45b01d0066790/,2 990 000 Kč,"Dolní, Prostějov"
Prodej bytu 2+kk 45 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-pod-drinopolem/6968e666cd657f7899091234/,9 538 000 Kč,"Pod Drinopolem, Praha 6 - Břevnov, okres Praha"
Prodej bytu 1+kk 26 m²,https://reality.idnes.cz/detail/prodej/byt/ceske-budejovice-lidicka-tr/69959755f9eed77e3e01fa7b/,3 300 000 Kč,"Lidická tř., České Budějovice - České Budějovice 7"
Prodej bytu 1+kk 50 m²,https://reality.idnes.cz/detail/prodej/byt/praha-4-na-dolinach/6989a58792aa32f9d20ff79c/,8 600 000 Kč,"Na dolinách, Praha 4 - Nusle, okres Praha"
Prodej bytu 3+1 73 m²,https://reality.idnes.cz/detail/prodej/byt/usti-nad-labem-keplerova/69931a23ad73fd4056051b55/,2 392 000 Kč,"Keplerova, Ústí nad Labem - Krásné Březno"
Prodej bytu 2+kk 66 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-steparska/67e64c4c084ea527f4016d59/,Cena na vyžádání,"Štěpařská, Praha 5 - Hlubočepy"
Prodej bytu 3+kk 140 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-krizikova/6808e1e5401dec09c100dfdd/,7 650 000 Kč,"Křižíkova, Mariánské Lázně, okres Cheb"
Prodej bytu 3+1 74 m²,https://reality.idnes.cz/detail/prodej/byt/valasske-mezirici-na-sistote/699594f97e891567fe0f7ea7/,4 190 000 Kč,"Na Šištotě, Valašské Meziříčí - Krásno nad Bečvou, okres Vsetín"
Prodej bytu 3+kk 153 m²,https://reality.idnes.cz/detail/prodej/byt/brno-holzova/68f78bbbdc96e3eb250f158f/,13 539 000 Kč,"Holzova, Brno - Líšeň"
Prodej bytu 1+kk 31 m²,https://reality.idnes.cz/detail/prodej/byt/brno-holzova/68f78c3a3f93458e4407ec8f/,4 864 500 Kč,"Holzova, Brno - Líšeň"
Prodej bytu 3+kk 86 m²,https://reality.idnes.cz/detail/prodej/byt/brno-holzova/68f78cab909a0868b0006305/,11 278 500 Kč,"Holzova, Brno - Líšeň"
Prodej bytu 1+kk 42 m²,https://reality.idnes.cz/detail/prodej/byt/brno-holzova/68f78cdb07657175f008118e/,6 231 000 Kč,"Holzova, Brno - Líšeň"
Prodej bytu 1+kk 35 m²,https://reality.idnes.cz/detail/prodej/byt/brno-holzova/68f78d964f40c831ad00e708/,5 158 500 Kč,"Holzova, Brno - Líšeň"
Prodej bytu 2+kk 60 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-zverinova/6901e2ea6bb15e1160090680/,Cena na vyžádání,"Zvěřinova, Praha 3 - Strašnice"
Prodej bytu 3+1 69 m²,https://reality.idnes.cz/detail/prodej/byt/trebon-seifertova/699593bed3b92734000f96d6/,4 250 000 Kč,"Seifertova, Třeboň - Třeboň II, okres Jindřichův Hradec"
Prodej bytu 4+kk 86 m²,https://reality.idnes.cz/detail/prodej/byt/praha-13-klukovicka/69959399184e85ecbe0debe5/,12 000 000 Kč,"Klukovická, Praha 5 - Stodůlky"
Prodej bytu 3+1 74 m²,https://reality.idnes.cz/detail/prodej/byt/valasske-mezirici-havlickova/692735543a22b069ea0c01e9/,4 399 000 Kč,"Havlíčkova, Valašské Meziříčí, okres Vsetín"
Prodej bytu 2+kk 60 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-pod-drinopolem/692d66b7f5b13bf1bf0d249e/,11 220 000 Kč,"Pod Drinopolem, Praha 6 - Břevnov, okres Praha"
Prodej bytu 2+kk 66 m²,https://reality.idnes.cz/detail/prodej/byt/praha-8-krizikova/6995932fe03233c9420871c5/,14 500 000 Kč,"Křižíkova, Praha 8 - Karlín, okres Praha"
Prodej bytu 4+kk 135 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-belehradska/68ef524a16e5ad138f04d27c/,23 680 000 Kč,"Bělehradská, Praha 2 - Vinohrady, okres Praha"
Prodej bytu 2+1 51 m²,https://reality.idnes.cz/detail/prodej/byt/jirkov-osvobozeni/698f357edc6af124c9061b1f/,2 099 000 Kč,"Osvobození, Jirkov, okres Chomutov"
Prodej bytu 3+kk 65 m²,https://reality.idnes.cz/detail/prodej/byt/spindleruv-mlyn/69075f4523262d91090924b5/,13 350 000 Kč,"Špindlerův Mlýn, okres Trutnov"
Prodej bytu 4+kk 75 m²,https://reality.idnes.cz/detail/prodej/byt/uhretice/68f63e3920abdf0eba08ea64/,4 180 000 Kč,"Úhřetice, okres Chrudim"
Prodej bytu 1+kk 36 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-staropramenna/6926c7f4f38e9c9cee0cb9e4/,8 540 700 Kč,"Staropramenná, Praha 5 - Smíchov"
Prodej bytu 3+1 80 m²,https://reality.idnes.cz/detail/prodej/byt/kolinec/68bea226c89803b17e0c84fa/,2 790 000 Kč,"Kolinec, okres Klatovy"
Prodej bytu 2+kk 58 m²,https://reality.idnes.cz/detail/prodej/byt/usti-nad-labem-baracnicka/69832191b4390456fe0528f5/,3 990 000 Kč,"Baráčnická, Ústí nad Labem - Bukov"
Prodej bytu 2+1 57 m²,https://reality.idnes.cz/detail/prodej/byt/lovosice-wolkerova/6228dd3d8bddc77b9f5390e5/,2 500 000 Kč,"Wolkerova, Lovosice, okres Litoměřice"
Prodej bytu 1+kk 49 m²,https://reality.idnes.cz/detail/prodej/byt/praha-8-brezenska/6943f94458e8b5b81f0f2d28/,6 947 000 Kč,"Březenská, Praha 8 - Libeň"
Prodej bytu 3+1 71 m²,https://reality.idnes.cz/detail/prodej/byt/nachod-prazska/69959003afcc79264d082baa/,3 160 000 Kč,"Pražská, Náchod - Staré Město nad Metují"
Prodej bytu 3+1 70 m²,https://reality.idnes.cz/detail/prodej/byt/ostrava-rezkova/6985c4da3fd00b7006087147/,4 300 000 Kč,"Rezkova, Ostrava - Zábřeh"
Prodej bytu 2+1 43 m²,https://reality.idnes.cz/detail/prodej/byt/ostrava-oskara-motyky/69174acf77de425d730c7ffa/,2 990 000 Kč,"Oskara Motyky, Ostrava - Moravská Ostrava"
Prodej bytu 3+kk 82 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-plzenska/68d6a0afbe5e2703bd0b1981/,12 390 000 Kč,"Plzeňská, Praha 5 - Košíře"
Prodej bytu 2+1 62 m²,https://reality.idnes.cz/detail/prodej/byt/karlovy-vary-sokolovska/69650458bfebb8dca1018635/,3 599 000 Kč,"Sokolovská, Karlovy Vary - Rybáře"
Prodej bytu 3+1 97 m²,https://reality.idnes.cz/detail/prodej/byt/as-udolni/691646f4df626ac3380dc9ab/,Cena na vyžádání,"Údolní, Aš, okres Cheb"
Prodej bytu 3+kk 105 m²,https://reality.idnes.cz/detail/prodej/byt/karlovy-vary-pod-jelenim-skokem/693f9b48e279d7201006f9a5/,8 350 000 Kč,"Pod Jelením skokem, Karlovy Vary"
Prodej bytu 3+1 69 m²,https://reality.idnes.cz/detail/prodej/byt/praha-11-zdimericka/69958e61b8cda2130209317c/,8 500 000 Kč,"Zdiměřická, Praha 4 - Chodov"
Prodej bytu 4+kk 83 m²,https://reality.idnes.cz/detail/prodej/byt/olomouc-svycarske-nabrezi/683ee1c5223e4ad5880ad326/,10 260 000 Kč,"Švýcarské nábřeží, Olomouc - Nové Sady"
Prodej bytu 2+1 55 m²,https://reality.idnes.cz/detail/prodej/byt/zelezna-ruda/69751470e5ef68c65404e394/,4 666 000 Kč,"Železná Ruda, okres Klatovy"
Prodej bytu 2+kk 58 m²,https://reality.idnes.cz/detail/prodej/byt/zelezna-ruda/6975151ce7ebdfd9ff041fea/,5 518 000 Kč,"Železná Ruda, okres Klatovy"
Prodej bytu 1+1 37 m²,https://reality.idnes.cz/detail/prodej/byt/zelezna-ruda/6975156c8c490a591209cf27/,3 366 000 Kč,"Železná Ruda, okres Klatovy"
Prodej bytu 2+kk 68 m²,https://reality.idnes.cz/detail/prodej/byt/plzen-zelezna/69958d07e2a488035902733e/,9 770 000 Kč,"Železná, Plzeň - Jižní Předměstí"
Prodej bytu 3+1 77 m²,https://reality.idnes.cz/detail/prodej/byt/sokolov-atleticka/69707fa42cbdb7df9f0189a7/,3 150 000 Kč,"Atletická, Sokolov"
Prodej bytu 3+1 66 m²,https://reality.idnes.cz/detail/prodej/byt/moravsky-krumlov-k-h-machy/69958c8eb84086c9630bd318/,4 250 000 Kč,"K. H. Máchy, Moravský Krumlov, okres Znojmo"
Prodej bytu 1+kk 31 m²,https://reality.idnes.cz/detail/prodej/byt/praha-8-ustecka/698f5ed2136e33588d01d175/,7 200 000 Kč,"Ústecká, Praha 8 - Dolní Chabry"
Prodej bytu 2+1 41 m²,https://reality.idnes.cz/detail/prodej/byt/brno-plynarenska/69830c6429379d11500d282a/,6 646 000 Kč,"Plynárenská, Brno - Zábrdovice"
Prodej bytu 2+1 44 m²,https://reality.idnes.cz/detail/prodej/byt/brno-plynarenska/697b439958e83f605a053945/,6 213 000 Kč,"Plynárenská, Brno - Zábrdovice"
Prodej bytu 3+kk 80 m²,https://reality.idnes.cz/detail/prodej/byt/cheb-valdstejnova/697c9a3770d76199ff055417/,3 500 000 Kč,"Valdštejnova, Cheb"
Prodej bytu 3+kk 65 m²,https://reality.idnes.cz/detail/prodej/byt/jicin-pod-lipami/6967cec527dcd818d301030d/,5 389 000 Kč,"Pod lipami, Jičín - Valdické Předměstí"
Prodej bytu 2+1 109 m²,https://reality.idnes.cz/detail/prodej/byt/cernosice-komenskeho/697a39515121a2eef60b55c5/,Cena na vyžádání,"Komenského, Černošice, okres Praha-západ"
Prodej bytu 2+1 52 m²,https://reality.idnes.cz/detail/prodej/byt/olomouc-v-hlinkach/69958b35aacac43bcd0fc0e8/,4 990 000 Kč,"V hlinkách, Olomouc - Nová Ulice"
Prodej bytu 2+kk 41 m²,https://reality.idnes.cz/detail/prodej/byt/merklin/682f5d05f969d2b9820344bb/,5 690 000 Kč,"Merklín - Pstruží, okres Karlovy Vary"
Prodej bytu 2+kk 52 m²,https://reality.idnes.cz/detail/prodej/byt/merklin/682f62d22d0f81625103a09f/,5 990 000 Kč,"Merklín - Pstruží, okres Karlovy Vary"
Prodej bytu 2+1 63 m²,https://reality.idnes.cz/detail/prodej/byt/krupka-karla-capka/6901dd0c49cce6c3dd028a2d/,1 100 000 Kč,"Karla Čapka, Krupka - Maršov, okres Teplice"
Prodej bytu 1+kk 37 m²,https://reality.idnes.cz/detail/prodej/byt/merklin/682f61c6f713f21cf9006c85/,4 290 000 Kč,"Merklín - Pstruží, okres Karlovy Vary"
Prodej bytu 4+kk 90 m²,https://reality.idnes.cz/detail/prodej/byt/brno/6985f6b7fcb92d017305adee/,13 400 000 Kč,Brno
Prodej bytu 2+kk 50 m²,https://reality.idnes.cz/detail/prodej/byt/lipnik-nad-becvou-manesova/69039680724c3baaf3045980/,4 680 000 Kč,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov"
Prodej bytu 3+kk 65 m²,https://reality.idnes.cz/detail/prodej/byt/lipnik-nad-becvou-manesova/690391c79367c18b6d0ab2b3/,5 690 000 Kč,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov"
Prodej bytu 3+kk 65 m²,https://reality.idnes.cz/detail/prodej/byt/lipnik-nad-becvou-manesova/69037cb9ced6c9366f096152/,5 230 000 Kč,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov"
Prodej bytu 2+kk 50 m²,https://reality.idnes.cz/detail/prodej/byt/lipnik-nad-becvou-manesova/69037a52d00cc9ab100001a3/,4 270 000 Kč,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov"
Prodej bytu 2+kk 45 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-zahradnickova/699458470c206973290b2c4d/,7 245 000 Kč,"Zahradníčkova, Praha 5 - Košíře"
Prodej bytu 2+kk 48 m²,https://reality.idnes.cz/detail/prodej/byt/lipnik-nad-becvou-manesova/690377fc9361dfbe0a0156e6/,4 020 000 Kč,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov"
Prodej bytu 3+kk 118 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-trebizskeho/68d2491bc0b20463700988ad/,3 700 000 Kč,"Třebízského, Mariánské Lázně, okres Cheb"
Prodej bytu 4+1 81 m²,https://reality.idnes.cz/detail/prodej/byt/zlin-okruzni/6980dfc652f6626af9002fa5/,6 789 000 Kč,"Okružní, Zlín"
Prodej bytu 3+1 74 m²,https://reality.idnes.cz/detail/prodej/byt/zlin-lorencova/698ca2f5f0fcbaaf9303dfe9/,6 600 000 Kč,"Lorencova, Zlín"
Prodej bytu 3+1 74 m²,https://reality.idnes.cz/detail/prodej/byt/jindrichuv-hradec-sidliste-vajgar/699587524926c5b2c30257d3/,Cena na vyžádání,"sídliště Vajgar, Jindřichův Hradec - Jindřichův Hradec III"
Prodej bytu 4+kk 120 m²,https://reality.idnes.cz/detail/prodej/byt/liberec-svermova/691f1fd46e82b8f1cb0b588a/,12 310 448 Kč,"Švermova, Liberec - Liberec X-Františkov"
Prodej bytu 1+1 38 m²,https://reality.idnes.cz/detail/prodej/byt/habartov-karla-capka/699589b47363bf07a50f35a5/,1 099 999 Kč,"Karla Čapka, Habartov, okres Sokolov"
Prodej bytu 2+1 64 m²,https://reality.idnes.cz/detail/prodej/byt/cheb-prazska/68ff9ee0836d7fd3fe08d1fd/,2 990 000 Kč,"Pražská, Cheb - Dolní Dvory"
Prodej bytu 2+kk 54 m²,https://reality.idnes.cz/detail/prodej/byt/brno-vinicni/6984dfcda31c70b3c506f38c/,6 990 000 Kč,"Viniční, Brno - Židenice"
Prodej bytu 1+1 54 m²,https://reality.idnes.cz/detail/prodej/byt/brno-vinicni/6984e009e6dc274f030422bd/,6 990 000 Kč,"Viniční, Brno - Židenice"
Prodej bytu 3+kk 64 m²,https://reality.idnes.cz/detail/prodej/byt/veverske-kninice/698a30227399b00fdb0935b5/,7 900 000 Kč,"Veverské Knínice, okres Brno-venkov"
Prodej bytu 2+kk 74 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-uzbecka/697760546903f552cf0fea41/,9 990 000 Kč,"Uzbecká, Praha 10 - Vršovice, okres Praha"
Prodej bytu 3+1 68 m²,https://reality.idnes.cz/detail/prodej/byt/ceske-budejovice-v-volfa/695aff71fd8b18928d0382e6/,3 877 700 Kč,"V. Volfa, České Budějovice - České Budějovice 2"
Prodej bytu 3+kk 79 m²,https://reality.idnes.cz/detail/prodej/byt/vrchlabi-prazska/6945771cb09058704c0d5541/,8 440 000 Kč,"Pražská, Vrchlabí, okres Trutnov"
Prodej bytu 3+kk 65 m²,https://reality.idnes.cz/detail/prodej/byt/praha-12-machuldova/69920b3e5e36f330a30c77a7/,7 580 000 Kč,"Machuldova, Praha 4 - Kamýk"
Prodej bytu 3+kk 66 m²,https://reality.idnes.cz/detail/prodej/byt/ostrava-u-kotelny/697b6b091188e60b2906e71c/,4 840 000 Kč,"U Kotelny, Ostrava - Hrabová"
Prodej bytu 1+kk 32 m²,https://reality.idnes.cz/detail/prodej/byt/opava-u-hliniku/6970e15944f6ba40b40d8670/,2 650 000 Kč,"U Hliníku, Opava - Předměstí"
Prodej bytu 3+kk 56 m²,https://reality.idnes.cz/detail/prodej/byt/zidlochovice-masarykova/697880484cd974265a0e21b1/,7 381 000 Kč,"Masarykova, Židlochovice, okres Brno-venkov"
Prodej bytu 3+kk 148 m²,https://reality.idnes.cz/detail/prodej/byt/kladno-vrchlickeho/6682938c6eec8927da0d7900/,12 499 000 Kč,"Vrchlického, Kladno - Kročehlavy"
Prodej bytu 2+kk 72 m²,https://reality.idnes.cz/detail/prodej/byt/kladno-vrchlickeho/66828dd09073b645140dde75/,6 799 000 Kč,"Vrchlického, Kladno - Kročehlavy"
Prodej bytu 2+kk 62 m²,https://reality.idnes.cz/detail/prodej/byt/kladno-vrchlickeho/68eefed1baf6ee5a7f0aeff4/,6 200 000 Kč,"Vrchlického, Kladno - Kročehlavy"
Prodej bytu 2+kk 45 m²,https://reality.idnes.cz/detail/prodej/byt/praha-12-seidlova/693a9ae9a95e91c2e80fd730/,6 490 000 Kč,"Seidlova, Praha 4 - Kamýk"
Prodej bytu 4+kk 77 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-domazlicka/692475015b878ec5d20e6385/,13 490 000 Kč,"Domažlická, Praha 3 - Žižkov"
Prodej bytu 2+kk 42 m²,https://reality.idnes.cz/detail/prodej/byt/brno-plynarenska/685bc7a83c6754d9160ded56/,6 992 000 Kč,"Plynárenská, Brno - Zábrdovice"
Prodej bytu 3+kk 97 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-rejskova/699582ced009c1a99d05ea72/,17 900 000 Kč,"Rejskova, Praha 2 - Vinohrady"
Prodej bytu 2+kk 54 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-chodska/688cd3745c8ccd737905018a/,13 599 900 Kč,"Chodská, Praha 2 - Vinohrady"
Prodej bytu 2+kk 54 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-chodska/688cd4638c61ec9aaf0e6668/,13 699 900 Kč,"Chodská, Praha 2 - Vinohrady"
Prodej bytu 2+kk 64 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-chodska/688cd4db6d1418d11e0c866b/,15 649 900 Kč,"Chodská, Praha 2 - Vinohrady"
Prodej bytu 3+kk 85 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-horejsi-nabrezi/68f5f1e873fec2e50c0cc20e/,13 499 900 Kč,"Hořejší nábřeží, Praha 5 - Smíchov"
Prodej bytu 3+kk 53 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-bukova/68fa240cdfcb2f9d80076862/,8 549 900 Kč,"Buková, Praha 3 - Žižkov"
Prodej bytu 2+kk 49 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-vita-nejedleho/68fa287fe052ea14db008734/,9 799 900 Kč,"Víta Nejedlého, Praha 3 - Žižkov"
Prodej bytu 4+kk 117 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-chodska/69173e977de1476a13012e75/,19 999 900 Kč,"Chodská, Praha 2 - Vinohrady"
Prodej bytu 5+kk 139 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-chodska/6917421f9b3c97726c0b1a48/,25 999 900 Kč,"Chodská, Praha 2 - Vinohrady"
Prodej bytu 2+kk 53 m²,https://reality.idnes.cz/detail/prodej/byt/praha-4-budejovicka/6925896751cc8a6b7a0dd281/,8 599 900 Kč,"Budějovická, Praha 4 - Krč"
Prodej bytu 5+kk 88 m²,https://reality.idnes.cz/detail/prodej/byt/praha-8-fertekova/69258f095b75a1e69003316a/,10 999 900 Kč,"Feřtekova, Praha 8 - Bohnice"
Prodej bytu 1+kk 28 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-chodska/692ef7b5d885bb32570418b5/,8 399 900 Kč,"Chodská, Praha 2 - Vinohrady"
Prodej bytu 2+kk 45 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-chrudimska/693047542914d254f20da198/,10 249 900 Kč,"Chrudimská, Praha 3 - Vinohrady"
Prodej bytu 4+kk 100 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-kriva/693056973fd82591090ff2f4/,14 599 900 Kč,"Křivá, Praha 3 - Žižkov"
Prodej bytu 4+kk 94 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-v-doline/6941cf632ff10124be08ce19/,13 499 900 Kč,"V dolině, Praha 10 - Michle"
Prodej bytu 4+kk 73 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-na-padesatem/696a7709f08ee39e89069149/,10 799 900 Kč,"Na padesátém, Praha 10 - Strašnice"
Prodej bytu 2+kk 53 m²,https://reality.idnes.cz/detail/prodej/byt/praha-4-nuselska/696a77446b223b808e08e872/,8 999 900 Kč,"Nuselská, Praha 4 - Nusle"
Prodej bytu 2+kk 46 m²,https://reality.idnes.cz/detail/prodej/byt/praha-11-tererova/697b7e2de88a4c14680d38cb/,7 399 900 Kč,"Tererova, Praha 4 - Chodov"
Prodej bytu 2+kk 42 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-bulharska/6980be50d8b0c3fa990fbfc4/,9 599 900 Kč,"Bulharská, Praha 10 - Vršovice"
